500
0 499
1 36 684447642
1 37 589190517
1 38 1028376045
1 39 2098039252
1 40 485114321
1 41 900996973
1 42 587457749
1 43 705795071
1 44 443786601
1 45 1779649962
1 47 225800422
1 50 747123867
1 52 258664759
1 53 1030605082
1 54 1889142694
1 56 1413446078
1 59 788491315
1 61 1754185539
1 62 1690602134
1 63 102655050
1 64 78478163
1 65 472929684
1 67 1614938239
1 70 1084959225
1 73 1609329706
1 75 1155472588
1 77 936158501
1 78 964061304
1 79 1469105088
1 81 2064853528
1 85 1010574018
1 87 1192653713
1 88 355909308
1 92 193005068
1 93 287103000
1 96 1922654921
1 97 1901516644
1 98 1369893205
1 99 739600736
1 101 1774743526
1 104 270322357
1 105 471629109
1 107 249260020
1 108 564333733
1 110 1551713371
1 112 517822093
1 113 702830382
1 115 1319237265
1 116 814020917
1 120 2101785143
1 122 1471076718
1 123 667538311
1 124 1957929486
1 125 783888266
1 126 161842061
1 127 558409398
1 129 1493569489
1 130 1660685323
1 132 45234330
1 135 581203432
1 137 18263735
1 138 1238670423
1 139 1721880696
1 140 1234181017
1 142 523630871
1 143 415986606
1 145 1488598146
1 147 1524866712
1 148 1710714956
1 150 1974813355
1 152 1278994307
1 153 1563990740
1 154 840016219
1 155 2040625558
1 156 1882630392
1 158 2009014814
1 159 328278844
1 160 380963428
1 161 486643225
1 162 70719294
1 164 1162640035
1 166 1784118168
1 167 1893761126
1 169 1974166546
1 170 1303511179
1 171 1345092435
1 172 1425055344
1 174 314297964
1 175 2105984104
1 179 1574689600
1 180 2058236734
1 186 384044703
1 187 1575594887
1 188 1330568319
1 189 802141616
1 190 1834774185
1 193 913194104
1 197 1114464783
1 198 760137250
1 200 96316133
1 201 1130329388
1 203 728340928
1 204 819469090
1 206 1393809060
1 211 1843919131
1 213 769643767
1 214 1385923095
1 215 1558409286
1 217 1246450135
1 218 643799486
1 220 1994036523
1 223 722814495
1 225 101774448
1 226 136995459
1 227 1662806635
1 229 1057797332
1 233 916293553
1 235 2001522926
1 236 1608054272
1 239 1445215733
1 240 1099189207
1 244 687949276
1 245 1050259951
1 247 13675436
1 249 632131715
1 251 1540450399
1 255 1339716078
1 257 1096932737
1 259 1316395237
1 260 1812393150
1 262 138902622
1 267 1805521808
1 268 154911061
1 269 672104921
1 271 629576481
1 273 9802448
1 276 984708413
1 277 1130357127
1 278 750265117
1 279 978042219
1 282 1229167087
1 283 1381200739
1 284 261268237
1 285 343896643
1 287 2146768375
1 290 1828153156
1 293 1602039677
1 295 866010923
1 298 567502899
1 299 1368295115
1 301 1842877783
1 303 1932986022
1 305 1834853389
1 308 1947816867
1 313 1701862133
1 317 994194524
1 318 515596140
1 321 1130116575
1 322 385655643
1 325 1321953596
1 326 441070189
1 328 563254363
1 329 1677423212
1 331 689708824
1 334 1483372437
1 336 239880485
1 337 1809462864
1 338 310668475
1 339 1628031132
1 342 1012092056
1 343 710915664
1 344 1202279237
1 345 1831441092
1 348 1038384517
1 349 1335276400
1 350 1360355740
1 351 1635966746
1 353 1340849633
1 354 112233954
1 356 372141550
1 362 1871102225
1 364 1592760180
1 368 1499914633
1 370 709283958
1 371 2068525043
1 373 1716922335
1 376 1962823487
1 377 1558723341
1 381 1173074363
1 382 1460773238
1 383 1514812384
1 384 234283391
1 385 278854088
1 389 1692767903
1 390 106685358
1 391 498302290
1 392 165649695
1 394 959666838
1 395 959961092
1 397 191773070
1 398 1695232259
1 399 1239317160
1 401 1013507124
1 402 425469563
1 403 1790930047
1 405 483521260
1 406 1660977551
1 407 183484048
1 408 810306756
1 410 1393163592
1 413 1163525639
1 419 1994521177
1 421 1828501265
1 422 1961150978
1 423 578739916
1 424 1168524468
1 425 2091592782
1 426 793881973
1 427 2058884513
1 429 2100714603
1 430 1223465362
1 433 1635125653
1 434 1261677948
1 435 871378939
1 437 156950554
1 441 1069983769
1 442 1864933557
1 445 681645496
1 447 1863520310
1 448 706532454
1 452 215316206
1 455 858514554
1 460 1449957284
1 461 1298187207
1 464 2022997141
1 466 239813840
1 469 844068446
1 471 538778963
1 472 1054668423
1 473 1241934593
1 474 1106668839
1 477 1817489296
1 478 1059969971
1 479 711216606
1 480 1586547896
1 483 1254858677
1 485 1708742443
1 487 426002650
1 491 2034405468
1 492 123149371
1 493 757237784
1 495 838789939
1 499 363572279
2 3 1770373514
2 4 850667107
2 5 2108809555
2 8 978323117
2 9 1392163614
2 10 1579534457
2 12 1311653570
2 13 1439280171
2 15 1499979505
2 16 1593295958
2 17 148552764
2 18 920153443
2 21 150506388
2 24 1789113698
2 26 345177229
2 27 738419634
2 28 1902428494
2 29 1945445120
2 30 1990197235
2 31 215345084
2 34 1642241681
2 37 1140513045
2 39 2180005
2 40 1083034167
2 41 440917402
2 45 1150991800
2 46 2103786727
2 47 1843676653
2 49 686035373
2 51 1293326319
2 55 1940568393
2 56 312326798
2 57 1390084098
2 59 1726348361
2 61 1746419448
2 64 2108912048
2 65 702930069
2 67 1405173582
2 68 1797003804
2 70 1806618205
2 71 816225864
2 72 1006554590
2 73 548860782
2 75 1470617793
2 77 135356670
2 78 641618836
2 79 1317811533
2 80 1612019436
2 81 1050780665
2 82 515553658
2 84 1599670768
2 86 833156768
2 87 232887789
2 89 772454085
2 92 1589450655
2 93 934356704
2 94 460117535
2 96 1264954019
2 98 1856739607
2 99 1352380878
2 100 1816286141
2 101 422677701
2 102 2054373622
2 103 1432003514
2 105 1421993854
2 109 47361053
2 110 1647977676
2 112 1275213595
2 114 1803214126
2 116 1178219307
2 118 818558834
2 127 1177719939
2 129 671610850
2 130 199135360
2 131 370793755
2 132 173259314
2 133 2014757119
2 134 2043919890
2 135 1626531832
2 137 695770966
2 141 2113101066
2 142 845894276
2 144 791210777
2 148 1776337275
2 149 490523199
2 151 1630516777
2 152 1689725981
2 153 2078248668
2 154 112266286
2 155 432905779
2 156 975546599
2 157 38694585
2 158 1244601275
2 160 374064739
2 162 239407058
2 164 1329681663
2 165 1379133696
2 166 589048436
2 167 1485368686
2 169 1515911318
2 171 924211258
2 172 44144633
2 173 1301348592
2 177 1919833008
2 179 1907098064
2 180 941559122
2 183 1268413749
2 185 1392328393
2 193 1243203171
2 194 2048564176
2 196 1802457337
2 198 1020248213
2 201 1637140236
2 202 591750940
2 205 938071916
2 206 654201383
2 210 1545312180
2 211 401798699
2 215 964946875
2 217 1936493352
2 220 1873826895
2 221 258329791
2 223 1202740781
2 225 107129839
2 226 206684790
2 234 7384579
2 235 1555252626
2 236 658676635
2 240 2145012907
2 241 130603414
2 242 1880161062
2 246 2071144274
2 247 747022801
2 249 2056718109
2 250 807568789
2 254 1808892439
2 257 327689719
2 258 1892953198
2 260 194308974
2 261 1320864679
2 262 1657839819
2 265 1061960309
2 266 1784268236
2 267 1519611606
2 268 1553668032
2 269 745517632
2 270 103787476
2 271 911805945
2 272 1045194456
2 273 1337912385
2 274 17187652
2 276 810932706
2 277 588053439
2 279 1870212115
2 281 915176979
2 284 1866271114
2 285 2101744277
2 287 2083405900
2 289 1875034175
2 290 1740294708
2 294 680647041
2 295 1405628892
2 297 1076978271
2 300 1780556842
2 301 1504999572
2 303 316232666
2 304 1967210094
2 309 264962570
2 311 1278179052
2 313 391326752
2 316 1690432264
2 320 1734072882
2 321 1122480905
2 322 619321617
2 323 2105420655
2 324 1720855363
2 326 555157736
2 327 1301180602
2 329 1782320289
2 332 804786304
2 333 69667377
2 334 1728257290
2 336 1498280666
2 337 1638271187
2 340 1206939229
2 341 1380055062
2 342 473793777
2 345 1270944724
2 346 1210873244
2 347 1564453319
2 348 1050763254
2 350 1537869339
2 352 1628325442
2 353 935379613
2 356 1750695209
2 358 1554239025
2 361 398813952
2 362 828108521
2 364 230299002
2 365 309131876
2 366 246365862
2 368 307214615
2 371 945164706
2 373 1462784550
2 375 1277979900
2 378 224137162
2 379 547559765
2 382 219719646
2 385 1555175328
2 386 1691794
2 387 379163249
2 389 769059617
2 392 1741464033
2 394 1600564369
2 395 338828172
2 398 726862016
2 403 802698557
2 404 1735163433
2 405 2131557857
2 406 588356825
2 407 1603538972
2 409 1906851218
2 410 332610323
2 413 1550098896
2 414 636712128
2 415 1439282399
2 416 1616226306
2 418 2106901039
2 420 1753899952
2 423 832646646
2 425 806315960
2 426 1795388329
2 428 1395596085
2 429 520408569
2 431 1459943908
2 432 347995905
2 434 1063238190
2 435 1945826305
2 436 1898099956
2 437 1567710530
2 439 1057663957
2 440 767214744
2 442 1072055440
2 444 2111505508
2 445 409743706
2 449 488574355
2 454 767591151
2 455 187781069
2 456 1208804171
2 457 1736516596
2 458 2042629742
2 459 1919360136
2 460 838726774
2 461 166211248
2 468 1681920434
2 469 1777607420
2 471 968180014
2 473 1565492551
2 475 1668118064
2 477 1897380581
2 478 1119482369
2 482 918926620
2 486 703024022
2 487 380251963
2 488 1006606222
2 489 342366821
2 491 430052573
2 492 1596776538
2 493 1760903220
2 494 195847537
2 495 1559245597
2 497 1293572553
2 498 638019954
3 1 770939416
3 4 132370199
3 8 2127849293
3 10 1068651974
3 15 842988724
3 17 119356523
3 19 1040065035
3 23 1639892883
3 24 1090700824
3 30 112807853
3 32 2139925829
3 45 899912287
3 46 405292351
3 48 525088908
3 49 1353937592
3 51 5147744
3 55 844033734
3 56 1404894626
3 57 840464492
3 60 659030632
3 61 1827704070
3 62 1540750497
3 65 178415137
3 72 1235406481
3 75 824721667
3 76 1296875336
3 77 1247517816
3 81 166682290
3 84 842595218
3 86 75665387
3 89 962720074
3 94 351377035
3 95 1604361196
3 96 1292819412
3 97 1564860058
3 100 1098894922
3 104 1511336770
3 105 349113749
3 107 716249921
3 111 909134484
3 115 2089247647
3 116 926119488
3 118 1585902787
3 121 173212613
3 122 1795985103
3 124 664681600
3 125 397891914
3 126 1310940144
3 127 2000485656
3 129 154251702
3 130 2062106029
3 133 1143656867
3 135 1489870036
3 136 1299450854
3 137 705502566
3 138 766906868
3 139 1444761871
3 141 348567406
3 143 1966377441
3 144 1290005108
3 146 435759565
3 147 215845743
3 148 1655032104
3 150 259316364
3 155 1582625384
3 159 906546809
3 161 1962409297
3 163 1055991062
3 165 1127464466
3 167 1976342668
3 172 949283632
3 174 1873425905
3 176 448175215
3 178 72185569
3 179 1978699745
3 182 298202357
3 186 22008746
3 187 2069987624
3 192 1293680122
3 193 1610501946
3 194 1589854839
3 195 262647227
3 196 800322657
3 197 1346020763
3 199 270472565
3 201 1119100433
3 202 1464021326
3 206 1724750054
3 208 1635339414
3 209 1450413401
3 211 988895315
3 213 1716780252
3 214 858407131
3 217 1006996908
3 218 1530501673
3 222 361088865
3 230 865667198
3 231 871724180
3 234 824019432
3 236 1292060532
3 237 2046463932
3 238 1485259295
3 239 1787668743
3 241 615317428
3 243 774896181
3 245 1577086841
3 246 472576059
3 250 820673107
3 251 198076496
3 253 1853088018
3 254 24591386
3 255 1737829538
3 256 296468602
3 258 1877091594
3 259 99189574
3 261 2074154684
3 268 475355523
3 270 2133290270
3 271 272091385
3 272 1739017334
3 273 1656089583
3 276 1384943046
3 282 1787442391
3 285 924423098
3 286 208618359
3 288 950682276
3 290 474251523
3 291 515994887
3 292 87091715
3 293 494900166
3 295 1480931214
3 296 737851699
3 297 101204576
3 301 783190681
3 302 1368679294
3 304 607718908
3 307 107632586
3 309 75016883
3 310 1309211556
3 314 948378895
3 315 260102279
3 317 1451960252
3 319 71825719
3 320 1680354922
3 321 1225885400
3 322 1972979485
3 323 812349724
3 328 1334256659
3 329 1805636462
3 330 1016355583
3 333 851882882
3 334 1368590097
3 336 990686647
3 338 999006360
3 340 1540595961
3 341 1667129901
3 342 1335548277
3 344 850672072
3 345 2013154750
3 347 982879775
3 350 730596784
3 352 871300590
3 354 1081708009
3 355 709102781
3 356 1425436871
3 357 1861235067
3 359 1448088142
3 361 563801079
3 363 153449239
3 364 2084015868
3 367 126157138
3 368 1343865707
3 369 1804742974
3 370 35878231
3 371 333550006
3 373 2015627700
3 374 966602254
3 379 2074799559
3 380 675959731
3 381 1458337869
3 384 1589590639
3 386 838347534
3 388 1258335976
3 389 1993397406
3 390 195107194
3 391 1065014657
3 395 84180969
3 397 7401882
3 399 845637792
3 402 1642438669
3 405 296697167
3 406 368744460
3 409 532699768
3 411 219255096
3 416 6312954
3 417 1299516445
3 418 2101055839
3 420 1946598259
3 422 1771907691
3 428 1573910458
3 429 72301685
3 433 1266774755
3 435 1193227933
3 436 1914857649
3 439 1550847556
3 440 1054525005
3 441 1800480960
3 442 404702404
3 444 289368318
3 447 369132482
3 450 1884612712
3 451 297248949
3 452 1300498031
3 454 1266583437
3 456 615767293
3 457 1410365131
3 461 770963839
3 463 1227518259
3 464 1765960198
3 465 379920910
3 466 1225029477
3 468 1649998979
3 471 1349239964
3 473 490837610
3 476 1589282568
3 477 228290871
3 478 773566535
3 480 758065786
3 481 1881325955
3 482 1293657305
3 483 1120017151
3 488 745912433
3 489 1185897988
3 491 1252147422
3 492 476205499
4 7 1321157514
4 8 1515794848
4 9 1868392196
4 11 242565471
4 14 1200458899
4 15 1558795112
4 16 1815511550
4 18 2029606481
4 19 1567091257
4 21 1442524385
4 23 1801417392
4 25 576444907
4 27 1307446692
4 29 137849019
4 31 2020014388
4 34 830132023
4 36 1760248241
4 37 1511401294
4 39 428089229
4 42 704787605
4 44 378641516
4 46 642124840
4 47 2063243526
4 48 408795103
4 49 1664480916
4 54 2045873200
4 55 626609238
4 56 723112764
4 60 1441253620
4 61 62678323
4 63 878035277
4 65 846979371
4 66 1546602379
4 67 1175297601
4 68 386584552
4 69 669674591
4 71 452626018
4 73 1277090649
4 80 162964101
4 82 764087320
4 87 383178073
4 88 146825070
4 91 1962913453
4 92 2113257786
4 93 360908125
4 94 1165184187
4 96 1146509403
4 101 423764362
4 104 1618572992
4 106 1223219348
4 108 1975976168
4 109 1123103539
4 111 1358927441
4 115 940756411
4 119 1379242855
4 122 1451448756
4 123 1829164292
4 125 242151634
4 126 585202355
4 131 1271345526
4 133 1617144877
4 135 1361499458
4 139 1309009510
4 145 265153627
4 146 1893612360
4 147 1618046202
4 148 448942111
4 150 422626033
4 151 1714680722
4 152 20171026
4 153 59143024
4 154 306798988
4 156 1293246688
4 157 1270014630
4 159 438715883
4 162 304659553
4 164 574463478
4 166 858046801
4 168 1243740463
4 170 303890902
4 171 917072641
4 172 1040575069
4 174 1352261494
4 175 461890516
4 176 525452355
4 178 299943824
4 182 1136639197
4 184 1534137908
4 185 1433075820
4 188 670986298
4 189 1201402109
4 191 2046288697
4 192 375792785
4 195 1789145251
4 196 1081480918
4 199 1867926234
4 201 885577500
4 202 1648518073
4 207 581775813
4 209 1490471488
4 210 1880256348
4 211 2030697615
4 216 684383979
4 217 1087577347
4 219 2128817709
4 220 1320193106
4 221 373925012
4 223 382129548
4 231 223461547
4 233 173014065
4 234 337503280
4 235 1042344200
4 237 877728366
4 240 1126891746
4 241 1641449349
4 244 1196730208
4 245 884786058
4 246 232048420
4 247 219209405
4 248 81331544
4 251 1904593075
4 253 1804127637
4 257 991235288
4 258 893849143
4 260 1914988820
4 262 1203968985
4 264 1942109606
4 265 232751660
4 266 1751568304
4 267 2131605633
4 269 2090622429
4 275 1327325731
4 279 483346408
4 280 669277775
4 281 1899085520
4 282 370319534
4 283 1186013857
4 289 2135682367
4 290 1766408333
4 293 660712375
4 298 37043692
4 302 1871830754
4 303 1963137606
4 306 746548258
4 307 14428568
4 308 723794986
4 309 1064272864
4 311 1803163688
4 314 1551546119
4 317 625888301
4 319 1626561160
4 322 1668671425
4 323 1945916241
4 324 2091683559
4 326 1778609263
4 327 975172683
4 328 299424092
4 329 1590932868
4 332 1860259862
4 337 2045887314
4 340 1366494070
4 343 2065151943
4 345 1768347969
4 346 1416988685
4 347 260306372
4 348 646728935
4 349 1672686086
4 350 2062819832
4 351 704673626
4 354 169215667
4 361 1033741377
4 362 1911113318
4 363 1016371970
4 364 1405980637
4 365 1883458015
4 367 1345521870
4 372 1486053163
4 373 1870649813
4 375 1305871007
4 377 1020718504
4 378 1976493081
4 379 1412362692
4 380 1259577392
4 381 1227124441
4 383 789665355
4 384 467337396
4 386 415147005
4 394 1229466608
4 396 795267151
4 397 1345185104
4 408 1211764209
4 409 561668618
4 414 752545803
4 417 321029544
4 418 305036047
4 420 334086298
4 421 662017483
4 422 1846105548
4 423 816192164
4 426 1853310702
4 427 907238529
4 428 520990762
4 429 519135372
4 439 1140910036
4 440 1634717700
4 441 909866095
4 443 1583990576
4 444 1738279441
4 445 1698151505
4 447 140540021
4 449 1584800365
4 450 2017742801
4 454 326955743
4 455 153367110
4 457 1080920430
4 458 1239960225
4 459 522298512
4 461 85923424
4 464 1123685246
4 467 1357682876
4 468 529429077
4 469 502154072
4 470 1159113897
4 471 1524936514
4 472 979920516
4 473 866894043
4 475 2135962158
4 478 1075161022
4 484 1770145280
4 485 257168400
4 487 1048059246
4 488 558927884
4 490 453528907
4 493 1085079659
4 494 459721921
4 495 2009322838
5 1 1005566493
5 3 1998880786
5 4 1797633976
5 6 1064442167
5 9 1976712792
5 13 1460639722
5 15 2106864765
5 18 1273331676
5 24 375566519
5 27 227042623
5 28 1841122036
5 29 185726396
5 33 1146717591
5 34 447788832
5 37 921687786
5 40 2144285797
5 41 751408838
5 43 91642802
5 45 1214134605
5 46 1985298680
5 47 1972221125
5 49 1455666434
5 50 1428033864
5 51 227803308
5 52 332969226
5 53 1763825938
5 58 951437962
5 59 767541019
5 62 1412665937
5 63 1875458337
5 64 1903354356
5 66 1694001428
5 68 1810969355
5 69 1747870925
5 70 1845171525
5 72 1282859922
5 73 1263355221
5 75 1731957114
5 77 1490819170
5 79 1438761797
5 81 1777081502
5 84 470756775
5 91 1993944339
5 92 535010377
5 93 2062348824
5 96 1912853354
5 97 910892553
5 99 77629763
5 100 1202218682
5 101 740193779
5 102 17439103
5 104 1486366760
5 105 1818725333
5 106 730283827
5 107 1862597858
5 108 166209342
5 110 2009947124
5 111 386970767
5 113 554791228
5 114 45630895
5 115 60437973
5 117 1425466065
5 119 1112636377
5 123 69027002
5 125 663498420
5 126 956211825
5 128 1893053856
5 129 2018042570
5 133 1034811828
5 134 973146062
5 135 1173011922
5 140 1530640853
5 143 1117291935
5 146 447664296
5 147 779266079
5 150 456674977
5 151 918354519
5 153 58663317
5 155 899399870
5 157 1414684682
5 159 836261969
5 161 1678646421
5 163 636554478
5 164 297948173
5 165 1884303397
5 168 1604661928
5 170 607052745
5 172 1109039329
5 174 1130810332
5 177 1202371320
5 178 260797842
5 179 743983996
5 180 429953009
5 181 1696476197
5 182 186492764
5 183 1829394413
5 185 2081726296
5 186 514570533
5 188 1327717071
5 189 866413789
5 190 1459686930
5 191 464061944
5 193 1928616505
5 194 1807066704
5 198 1689010355
5 199 63767325
5 203 1935820010
5 204 997573763
5 208 1005058593
5 210 511999093
5 211 890533315
5 215 1218241378
5 216 474544246
5 217 162870562
5 218 1119000802
5 219 597951780
5 222 240206882
5 224 2001877471
5 226 618924529
5 229 1592725700
5 234 519618430
5 238 93696883
5 239 2081258266
5 241 195300899
5 243 1432572951
5 246 1830635525
5 247 1009363276
5 248 467383472
5 249 1435452511
5 252 1965802215
5 253 966450125
5 254 639071804
5 257 384500287
5 258 2114233223
5 259 1927567120
5 260 2127339128
5 262 1267765616
5 263 249842544
5 264 1544227167
5 266 408681194
5 267 1719705640
5 271 1598649876
5 273 348761174
5 275 533589610
5 276 1049771237
5 278 2043261592
5 279 374721399
5 280 911801098
5 281 1092701010
5 284 1609641163
5 286 1402394676
5 287 1235022603
5 290 526404232
5 291 482048890
5 292 1290201258
5 294 1410557451
5 295 1500327264
5 298 1142336660
5 300 291633227
5 303 386759041
5 305 1454557351
5 309 823328849
5 310 1391518016
5 311 94450716
5 313 232553348
5 315 664340578
5 316 1785681719
5 317 1293486703
5 321 1586973682
5 322 1426524694
5 324 952421734
5 325 1760326138
5 326 416703162
5 330 593170098
5 334 990612899
5 336 1813351523
5 338 1196111530
5 339 1101251042
5 342 1484519228
5 343 1569845204
5 344 1952583049
5 345 1611211031
5 346 1634753795
5 349 1475059442
5 355 924133314
5 356 1551893726
5 357 1051990455
5 359 385494515
5 360 885490328
5 361 1468168740
5 362 747681044
5 364 947421548
5 366 1386292832
5 372 324407546
5 373 77481079
5 375 2026819147
5 379 24603085
5 380 1147546611
5 381 157106652
5 382 246226241
5 383 1663389118
5 387 2071222388
5 388 1545611017
5 389 638374448
5 390 732588751
5 394 1786295134
5 397 1490905898
5 398 1741336859
5 401 656052797
5 402 1919544772
5 403 520804004
5 408 85083586
5 410 2081972910
5 411 538241522
5 413 1550347053
5 414 1148831683
5 415 448430739
5 416 2087218751
5 417 1998515078
5 418 84551471
5 419 1626272224
5 421 625909658
5 423 969738619
5 426 331101758
5 428 152166554
5 432 1389331665
5 436 1576374718
5 437 310275322
5 438 1338131682
5 440 1200420802
5 441 605422739
5 446 1766436329
5 447 1482942421
5 449 33262137
5 450 987765536
5 453 1413278056
5 454 1616163912
5 457 1923094327
5 458 1829786387
5 459 1139515669
5 460 1444519330
5 466 747558957
5 468 496452191
5 470 961827043
5 471 648267272
5 472 159484001
5 474 414793901
5 476 117420689
5 477 1788272778
5 478 245216375
5 479 1289054003
5 480 1157406457
5 482 409190095
5 484 185916682
5 486 130422665
5 490 1256063780
5 492 1617618501
5 493 1256094300
5 494 398950935
5 495 256868392
5 497 1518100063
5 499 1959271391
6 2 477883570
6 3 1305515504
6 4 162747477
6 7 1798913889
6 11 2030214628
6 12 1941534610
6 17 829027068
6 20 1982629810
6 22 11763462
6 23 1137718155
6 27 623967350
6 28 1404426845
6 30 1849828275
6 31 1175835930
6 32 1442670060
6 33 840861325
6 35 1230099325
6 36 1933806115
6 38 431868055
6 39 1100713619
6 40 352795917
6 43 1732672368
6 44 2023586989
6 45 411239294
6 48 93441733
6 49 1317196532
6 51 2017098302
6 52 1147370398
6 55 1375814714
6 57 1128967130
6 58 588036218
6 60 956709149
6 61 1610064561
6 64 1390248295
6 65 1650429141
6 71 1056443593
6 72 664148697
6 75 1456821441
6 81 1693153790
6 83 625427302
6 85 1548089611
6 89 1641323490
6 91 115403564
6 92 2008631890
6 93 2086945767
6 94 1178973845
6 96 1455368874
6 100 291788657
6 104 2127556137
6 111 1540075351
6 112 893736668
6 113 1909149968
6 116 2128048449
6 117 138838423
6 120 52217502
6 121 1701363736
6 124 724312770
6 128 312947217
6 131 1181246493
6 132 1985416151
6 133 160669372
6 134 2142484553
6 135 606941680
6 136 380576265
6 137 300265609
6 138 1679735938
6 139 216044274
6 141 1338346985
6 143 975360341
6 144 703729106
6 148 2032128513
6 151 125585514
6 153 1160211319
6 155 1151328128
6 164 1465606705
6 165 1353755615
6 167 42511307
6 169 553497859
6 170 2087890141
6 172 1672784235
6 177 1834233134
6 178 986466232
6 180 1937788373
6 181 1787407051
6 183 35598317
6 184 67587623
6 187 1898293088
6 188 1935100699
6 189 590930284
6 192 438517112
6 193 116715698
6 195 205226291
6 196 141778336
6 199 1200955685
6 203 153129401
6 204 757199705
6 206 2023196853
6 207 1923114319
6 208 854909203
6 210 68950483
6 212 1531928731
6 214 1581790214
6 218 1321148826
6 221 288953430
6 224 1305318061
6 229 1264975319
